0,12,distance
1,7,distance
2,23,distance
3,10,distance
4,35,distance
5,9,distance
6,7,distance
7,9,distance
8,19,distance
9,8,distance
10,14,distance
11,13,distance
12,6,distance
13,4,distance
14,7,distance
15,11,distance
16,7,distance
17,12,distance
18,7,distance
19,9,distance
