0,42,uniform
1,36,uniform
2,21,uniform
3,23,uniform
4,36,uniform
5,46,distance
6,32,distance
7,48,uniform
8,13,uniform
9,50,distance
10,24,uniform
11,12,uniform
12,46,uniform
13,44,uniform
14,28,uniform
15,33,uniform
16,41,uniform
17,35,uniform
18,48,uniform
19,43,uniform
