Algoritmo,Número de Clusters,var1,var2,Inércia,Coesão,Coeficiente de Silhueta,Rand Score,Homogeneidade,Completude,Entropia,Matriz de Contingência
DBSCAN,1,1,50,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,100,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,150,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,200,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,250,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,300,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,350,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,400,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,450,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,1,1,500,279943.5711472181,-,-,0.5005844714084224,0.0,1.0,0,"[[4208], [3916]]"
DBSCAN,8,2,50,212778.05767263632,927.5640125134265,-0.011066264145688537,0.5356244794385777,0.3952379697665616,0.18857239410249071,1.9117584030227806,"[[1958, 512, 290, 579, 579, 290, 0, 0], [2868, 40, 0, 0, 0, 0, 504, 504]]"
DBSCAN,6,2,100,239396.88536487758,706.4697248824247,-0.0671642985594778,0.5551253975299635,0.2639113328572536,0.1967280389752392,1.4704259097776173,"[[2220, 512, 160, 578, 578, 160], [3876, 40, 0, 0, 0, 0]]"
DBSCAN,4,2,150,253968.88072623315,537.7633755149706,-0.11821419928416292,0.5164352996363821,0.13375772178156067,0.1627497229979294,1.065496181299111,"[[3056, 512, 320, 320], [3888, 28, 0, 0]]"
DBSCAN,4,2,200,257149.75311123658,431.30111616579217,-0.1324019668802157,0.5122165586432578,0.12170410461991764,0.16130285942738348,1.0928305535284886,"[[3184, 384, 320, 320], [3900, 16, 0, 0]]"
